Date,Type,Contact,Description,Reference,Total,LineAccountCode,LineAccountName,LineDescription,Status,BankTxnID
2023-10-02,SPEND,McDonalds,,,226.58,420,,Lunch,DELETED,caebe6f7-22d9-40f4-812b-4a306bff4b68
2023-10-02,SPEND,Westpac Bank,,,10.0,404,,Bank Fees,DELETED,d07afff7-33c0-4a6a-909f-eac48bdd3eea
2023-10-02,SPEND,LINKT,,,10.04,493,,Tolls,DELETED,39185c66-f193-4809-960e-6207c864edb6
2023-10-02,SPEND,Westpac Bank,,,10.0,404,,Bank Fees,DELETED,8e2daf13-787b-4c21-a21c-1106ae50aa78
2023-10-02,SPEND,LINKT,,,10.04,493,,Tolls,DELETED,c8e1d83a-db9c-49c9-9dd4-664ed9665502
2023-10-02,SPEND,LINKT,,,10.04,493,,Tolls,DELETED,702c8666-4445-43d2-aea0-49cf1cbf65b2
2023-10-02,SPEND,BP,,,20.03,449,,Fuel,DELETED,426d46bb-a0ad-41cb-8b67-6059d61b3f42
2023-10-02,SPEND,Coles,,,40.02,453,,,DELETED,303f0c1b-ce0b-4dcb-9b31-39e4f9b7a313
2023-10-02,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,DELETED,e89c7f05-84d2-4afc-9d32-d75f39435077
2023-10-02,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,DELETED,7081158c-8df2-4c64-ab0a-bea98fbf8b93
2023-10-02,RECEIVE,Webstore,,,292.41,200,,Online Sales,DELETED,8b25337b-56ce-4f05-956c-70a158b3430c
2023-10-02,RECEIVE,Afterpay,,,55.7,200,,Webstore Sales,DELETED,710061ee-2185-434e-8a7a-6a3ac2cc6f5c
2023-10-02,SPEND,Yardie's,,,20.52,420,,Meals,DELETED,0dbc662d-7af3-4345-b0cd-9421c15743c7
2023-10-02,SPEND,Sendle,,,226.58,425,,,DELETED,e15735f9-c0f9-4b4b-9d52-ed6abb81d921
2023-10-02,SPEND,Westpac Bank,,,10.0,404,,Bank Fees,AUTHORISED,41503744-fc4b-4b73-9bc3-951d834b8d56
2023-10-02,SPEND,Sendle,,,226.58,425,,,AUTHORISED,10a0b317-5a2c-485e-ad06-e66a19d8c4aa
2023-10-02,SPEND,Yardie's,,,20.52,420,,Meals,AUTHORISED,d7fd7114-c777-4528-8b4d-df1086ea64d1
2023-10-02,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,AUTHORISED,2d89b4ac-9c09-4e73-aa09-c8d557478acf
2023-10-02,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,AUTHORISED,26e657ab-a07d-4fec-983c-c9d52fd29b15
2023-10-02,SPEND,Coles,,,40.02,429,,,AUTHORISED,17b9e3ce-ce69-4db8-acae-6efe243d2ccb
2023-10-02,SPEND,BP,,,20.03,449,,,AUTHORISED,1b2df930-4054-4817-8dc7-c66262cf78e8
2023-10-02,SPEND,LINKT,,,10.04,493,,Tolls,AUTHORISED,0f9ed6dc-11d6-46f8-95e9-f013142b1086
2023-10-02,SPEND,LINKT,,,10.04,493,,Tolls,AUTHORISED,de4c7703-0636-435f-88a7-cd1867a3eed4
2023-10-02,RECEIVE,Afterpay,,,55.7,200,,Webstore Sales,AUTHORISED,cdc7ce9d-b239-41ba-a5b8-08cd026bf7eb
2023-10-02,RECEIVE,Webstore,,,292.41,200,,Online Sales,AUTHORISED,48e7f44d-f004-4d7a-9181-50537b9213dc
2023-10-03,SPEND,Payroller.com.au,,,118.67,485,,Payroll Software,DELETED,e40f47a3-eea3-4e5a-a8ff-d590ef873171
2023-10-03,RECEIVE,Corey Nixon,,,150.0,260,,Studio Hire,DELETED,ab87009c-795d-4955-bd8d-1e5503df3f94
2023-10-03,SPEND,Ampol,,,60.03,449,,Fuel,DELETED,ec74a951-a4d9-4fc3-a103-5a882e63fb71
2023-10-03,SPEND,LINKT,,,10.04,493,,Tolls,DELETED,2bcde912-b337-4921-b5ee-8d13a376e1de
2023-10-03,SPEND,Real Estate,,,350.0,469,,Office Rent,DELETED,e93de2cb-cd86-4ed9-95f3-cdc3db309a1c
2023-10-03,RECEIVE,Webstore,,,58.64,200,,Online Sales,DELETED,4977b87b-ce0f-4e78-a286-776c81fecba8
2023-10-03,RECEIVE,Morgan Schoermer,,,2500.0,881,,,DELETED,fdf9043e-596f-45df-9f40-5bd90e908dc6
2023-10-03,SPEND,Real Estate,,,350.0,469,,Office Rent,DELETED,0c5834cf-4d10-4a1f-a2d1-7963ba684cfa
2023-10-03,SPEND,LINKT,,,10.04,493,,Tolls,DELETED,408765fa-7413-4ba5-91cb-e9fa24a1ff27
2023-10-03,SPEND,Ampol,,,60.03,449,,,DELETED,a7ecc88c-cbfd-48bd-92f5-25746a4882fb
2023-10-03,RECEIVE,Corey Nixon,,,150.0,260,,Studio Hire,DELETED,fbe0ed00-5b8a-439f-8425-27f1dab7c48f
2023-10-03,RECEIVE,Webstore,,,58.64,200,,Online Sales,DELETED,90298341-6d36-45da-8801-c4ae9959060d
2023-10-03,SPEND,Payroller,,,118.67,485,,Meals,DELETED,0b2695ee-d4d7-4718-a470-3f7fef9974a0
2023-10-03,SPEND,Payroller.com.au,,,118.67,485,,,AUTHORISED,b4c6d3d7-6116-4fbf-bcd9-9b114222d64b
2023-10-03,SPEND,Ampol,,,60.03,449,,,AUTHORISED,a6e4e4b8-9024-4be4-a2e1-2e5da3c5f26b
2023-10-03,SPEND,LINKT,,,10.04,493,,Tolls,AUTHORISED,9888b363-0315-4ae9-a9c8-cd11245ad829
2023-10-03,SPEND,Real Estate,,,350.0,469,,Office Rent,AUTHORISED,6000187f-06e4-42a4-bad6-f72cdea289ce
2023-10-03,RECEIVE,Morgan Schoermer,,,2500.0,881,,,AUTHORISED,dfd87f76-4447-4978-8a9c-04fdeb2688c0
2023-10-03,SPEND-TRANSFER,,,,29.99,,,Bank Transfer to Australian Dollar.,DELETED,9be25387-ac09-4745-9db4-c6175f494b10
2023-10-03,RECEIVE,Corey Nixon,,,150.0,255,,Studio Hire,AUTHORISED,f918bf91-d3af-4024-bd10-9331becc85d5
2023-10-03,RECEIVE,Webstore,,,58.64,200,,Online Sales,AUTHORISED,ccea2633-1452-40b4-9dd2-924d34a29141
2023-10-04,SPEND,N Lee Bakery,,,27.8,493,,Meals,DELETED,b520aaab-50cd-48f1-88b0-9557498141e3
2023-10-04,RECEIVE,Afterpay,,,102.39,200,,Webstore Sales,DELETED,122c4d23-ce35-463a-ae73-e45cdc5e1203
2023-10-04,SPEND,Coles,,,15.5,420,,,DELETED,527cb20e-a4b3-40b1-a738-3cac618eff61
2023-10-04,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,DELETED,13b3354a-69ae-4505-9185-e73f03278671
2023-10-04,RECEIVE,Webstore,,,455.0,200,,Online Sales,DELETED,9b4283cf-a4d7-4c04-a28a-cd821a5a4c5d
2023-10-04,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,DELETED,be5962f8-4682-4036-a84d-03ab6f3635fa
2023-10-04,RECEIVE,Webstore,,,455.0,200,,Online Sales,DELETED,6d4e598f-d434-43dc-b1f6-ff925e63cf35
2023-10-04,RECEIVE,Afterpay,,,102.39,200,,Webstore Sales,DELETED,b0e989c9-161e-4c51-b7f0-2cb2d97e33c4
2023-10-04,SPEND,N Lee Bakery,,,27.8,493,,,DELETED,73b69c23-7a91-454f-adb0-c15ce167b4dc
2023-10-04,SPEND,N Lee Bakery,,,27.8,493,,,AUTHORISED,2d5b8a5d-4181-4339-a98e-f18ba6dd8e15
2023-10-04,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,AUTHORISED,bbdedc2f-fd77-44b8-919a-3d9de941d8a3
2023-10-04,SPEND,Coles,,,15.5,449,,,AUTHORISED,f2b2efdb-fec6-4c96-91a6-b8f1e9dd7db9
2023-10-04,SPEND,Wise Account,,,1300.0,310,,Super Buy Freight Forward China - Freight,AUTHORISED,8de77297-27b0-4b1a-841a-c5950dbe174e
2023-10-04,RECEIVE,Webstore,,,455.0,200,,Online Sales,AUTHORISED,76fca06c-c596-43a4-bc9e-34c6a8636bed
2023-10-04,RECEIVE,Afterpay,,,102.39,200,,Webstore Sales,AUTHORISED,c1afe1e9-2546-45b1-9203-fdffab940f48
2023-10-05,SPEND,Coles,,,6.0,420,,,DELETED,11c8df08-3367-4fce-b49f-dd189af9eaf1
2023-10-05,SPEND,Goodview,,,12.0,493,,meals,DELETED,2c52aa25-78cb-42f8-8c2a-9ee8cd67c244
2023-10-05,SPEND,Coles,,,50.03,420,,,DELETED,5737349b-a0ed-4e81-a326-e6265b681407
2023-10-05,RECEIVE,Webstore,,,400.32,200,,Online Sales,DELETED,c065cc0e-a764-477e-a27f-6b15956decc6
2023-10-05,SPEND,Coles,,,50.03,429,,,AUTHORISED,3dd5250c-e147-469b-905a-3725c044215f
2023-10-05,SPEND,GodView investments,,,12.0,429,,,AUTHORISED,de1d247e-db1d-4022-853e-76fd108a8c76
2023-10-05,SPEND,Coles,,,6.0,429,,,AUTHORISED,59ff86e8-f251-4ad0-94fb-b619e020cfc0
2023-10-05,RECEIVE,Webstore,,,400.32,200,,Online Sales,AUTHORISED,ba4f6bed-f9d1-41f5-8bea-7f5eeeb80447
2023-10-06,SPEND,Banjos,,,7.45,493,,Meals,DELETED,e3bc5e9e-e5be-4365-b5b8-6ff30794c8f8
2023-10-06,SPEND,Woolworths,,,25.8,420,,Meals,DELETED,1bbadd0f-dfd8-4925-9c0f-d476777901c4
2023-10-06,SPEND,Coles,,,43.0,493,,Fuel,DELETED,6c323d65-3d20-428c-8f04-7c8f0bc35255
2023-10-06,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,DELETED,e86600d2-fce5-49ee-ad94-92ee6214b51a
2023-10-06,SPEND,McDonalds,,,14.3,420,,Meals,DELETED,153506ff-f2ef-49d9-ab35-d74be4f244be
2023-10-06,SPEND,Mc Donald's,,,14.3,420,,,AUTHORISED,f35f9a52-9ded-44ad-ba9a-df690d429c9f
2023-10-06,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,AUTHORISED,d2585313-097b-44c0-a4f7-997a4b2ee637
2023-10-06,SPEND,Coles,,,43.0,493,,Fuel,AUTHORISED,ebe4644d-9ce5-493b-bd7a-1db216bb95af
2023-10-06,SPEND,Woolworths,,,25.8,429,,,AUTHORISED,98acfdb5-bf02-479c-a935-598b999a5f67
2023-10-06,SPEND,Banjos,,,7.45,493,,,AUTHORISED,4ef8ffcc-9907-4f37-b7b3-ed7010b4fb7c
2023-10-09,SPEND,McDonalds,,,299.58,420,,Lunch,DELETED,dcf7ab35-692b-42eb-a3a9-2fcd48455e84
2023-10-09,SPEND,McDonalds,,,14.4,420,,Lunch,DELETED,d895c37b-97cb-46d1-a6bd-acc3385d924d
2023-10-09,RECEIVE,Afterpay,,,51.03,200,,Webstore Sales,DELETED,720b2315-db89-4ed3-8d49-62c3e04832e9
2023-10-09,SPEND,Sixt,,,667.47,493,,Car Rental ,DELETED,1ce9056b-1e1e-4f7f-9ac3-d3dc34988979
2023-10-09,SPEND,Shopify,,,140.82,485,,Webstore Subscriptions,DELETED,0f7b5b9b-6117-466e-8933-c217baf94675
2023-10-09,SPEND,Ibis,,,120.67,493,,Hotel,DELETED,59edf3cc-e844-429d-9138-af5af5a890ed
2023-10-09,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,DELETED,83ff333d-5008-4546-9235-9f132072d4c9
2023-10-09,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,DELETED,1cbdc5fd-f864-4c0e-82e6-d19559b4d958
2023-10-09,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,DELETED,36421c2d-9b78-4fc9-97bc-f2d204503d3d
2023-10-09,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,DELETED,ff3277ea-bec2-455f-812b-31e4fc6d5fed
2023-10-09,SPEND,BP,,,70.32,449,,,DELETED,fe4b1676-8201-46b9-a248-6c04eb68ba8e
2023-10-09,SPEND,Amazing Transfer,,,65.9,310,,Transfers,DELETED,f19e6468-57fe-41da-be77-b1663e8c2c3a
2023-10-09,SPEND,Coles,,,35.45,420,,Lunch,DELETED,c11f6018-4249-4f0d-8076-9a2a1c8f559d
2023-10-09,SPEND,UBER,,,14.42,493,,Uber,DELETED,1403f721-7762-43c8-9053-e9b058a54cc0
2023-10-09,SPEND,BP,,,9.0,449,,Fuel,DELETED,5445c20d-5675-41a3-b51f-00721dd59f45
2023-10-09,SPEND,Sendle,,,299.58,425,,,AUTHORISED,e9a42e17-db34-45dd-8cac-7ed146e09b38
2023-10-09,SPEND,Mc Donald's,,,14.4,493,,,AUTHORISED,996b3042-09fd-4c50-a4d8-5ca53ec2e702
2023-10-09,SPEND,Sixt,,,667.47,493,,Car Rental ,AUTHORISED,9e92a9f8-186a-4481-8af2-c0c8c57f5c0c
2023-10-09,SPEND,Ibis,,,120.67,493,,Hotel,AUTHORISED,80f52c97-85dd-40fb-871f-ad91a3781004
2023-10-09,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,AUTHORISED,3d814a01-bb52-40b9-91bb-f7afe6fddd39
2023-10-09,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,AUTHORISED,322ebb47-83d5-44b6-b085-825cbb04def3
2023-10-09,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,AUTHORISED,c6687eeb-171f-434a-8c78-b54b1e669d97
2023-10-09,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,AUTHORISED,56fa041c-5b86-4093-80ab-31a4daf23056
2023-10-09,SPEND,BP,,,70.32,449,,,AUTHORISED,266a5d2c-9d99-40c5-9bea-75dc0c0cac6c
2023-10-09,SPEND,Amazing Transfer,,,65.9,310,,Transfers,AUTHORISED,98dd21f1-3a59-46c4-b5fb-1cd89e2d13e8
2023-10-09,SPEND,Coles,,,35.45,429,,,AUTHORISED,edc79931-683f-4744-9538-e772d7ec19da
2023-10-09,SPEND,UBER,,,14.42,493,,Uber,AUTHORISED,dc26bc91-378b-4b68-8688-3b7b506f2db3
2023-10-09,SPEND,BP,,,9.0,449,,,AUTHORISED,3e9dbd27-9464-4503-838a-0f810d1d9bfd
2023-10-09,RECEIVE,Afterpay,,,51.03,200,,Webstore Sales,AUTHORISED,75682a37-6661-4ecf-a621-8d96c4952271
2023-10-09,SPEND,Shopify,,,140.82,485,,Webstore Subscriptions,DELETED,beda48e5-6750-423e-b253-6a6094cc2b3d
2023-10-09,SPEND,Morgan Schoermer,,,140.82,405,,,AUTHORISED,7ab4a76c-fa07-48cb-acf5-27229bb47b5e
2023-10-10,RECEIVE,Morgan Schoermer,,,2000.0,881,,,AUTHORISED,e7667646-304f-4f19-b50e-8fafb5fc05f2
2023-10-10,SPEND,AS Colour,,,133.28,310,,Blanks,AUTHORISED,27a48c26-a4fb-49f4-929b-da44637f4915
2023-10-10,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,AUTHORISED,17c1830a-1ac0-4cca-a7db-7f92229d8d3a
2023-10-10,SPEND,Wise Account,,,1500.0,310,,,AUTHORISED,2d2d7784-600d-46a2-a992-560c9e8570d3
2023-10-10,SPEND,Real Estate,,,350.0,469,,Office Rent,AUTHORISED,e67506a6-ca0c-4c7c-a075-78d30b4c78bd
2023-10-10,RECEIVE,Corey Nixon,,,150.0,255,,Studio Hire,AUTHORISED,89a8804d-755a-4ebc-b9c5-b3b51e681d61
2023-10-10,RECEIVE,Webstore,,,254.8,200,,Online Sales,AUTHORISED,b053f525-ff0f-4516-95fd-45502b2aed7d
2023-10-11,SPEND,AS Colour,,,290.32,310,,Blanks,AUTHORISED,6b156ae8-3d4c-4355-915f-bed0cb696e7d
2023-10-11,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,AUTHORISED,d2ecac0a-5829-438e-a3af-0da579532da5
2023-10-11,SPEND,LINKT,,,27.06,493,,Rental Car Tolls,AUTHORISED,f06b208e-8a5a-4793-8c3d-2097481e1de9
2023-10-11,SPEND,UBER,,,21.77,493,,Uber,AUTHORISED,7fbffe52-0774-44d8-bfc9-dc119d706dd5
2023-10-11,SPEND,Wise Account,,,300.0,310,,SuperBuy,AUTHORISED,792f6322-89a0-482f-b299-521f0fea6f12
2023-10-11,RECEIVE,Shopify,,,960.88,200,,,AUTHORISED,e05edec1-8545-4f71-80f4-d5bfc0654a3c
2023-10-12,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,AUTHORISED,da8d342d-c4c2-4bea-bab2-257b6338200e
2023-10-12,SPEND,Amazing Transfer,,,59.7,310,,Transfers,AUTHORISED,7127ebfa-9b96-4ec1-8615-2177ad8a2925
2023-10-12,SPEND,LINKT,,,9.32,493,,Rental Car Tolls,AUTHORISED,0eebd814-c47e-412f-949a-1ea3d784a4ef
2023-10-12,RECEIVE,Afterpay,,,55.7,200,,Webstore Sales,AUTHORISED,83e02073-57e9-44ff-813e-8d90c549a6e8
2023-10-12,RECEIVE,Webstore,,,430.73,200,,Online Sales,AUTHORISED,cdff6087-f297-4130-a00b-8d9f752d95d9
2023-10-13,SPEND,McDonalds,,,40.0,493,,Lunch,AUTHORISED,46a68a40-0ba0-40ec-8c14-89b7f3f11aa6
2023-10-13,SPEND,GLOU,,,20.0,429,,,AUTHORISED,54e39d4d-e147-4726-a784-b9d14c51df3c
2023-10-13,SPEND,Express Vpn,,,20.83,485,,VPN,AUTHORISED,3df0861e-e1de-471b-aee1-9b8259e83e1a
2023-10-13,SPEND,Wise Account,,,274.0,310,,,AUTHORISED,9ab87245-8fb6-417a-9b4e-1b9576116303
2023-10-13,RECEIVE,Webstore,,,647.51,200,,Online Sales,AUTHORISED,289199a2-bf2c-4e8d-ad09-3d094eec68c6
2023-10-16,SPEND,UBER,,,9.45,493,,Uber,DELETED,dc326c84-9483-402f-93f5-f4acc7be93f4
2023-10-16,SPEND,Sendle,,,222.49,425,,,AUTHORISED,fd659b83-03e5-4b3d-849a-b7dc7779daed
2023-10-16,SPEND,China Bar,,,69.6,493,,,AUTHORISED,e9378385-71cf-4b6d-9fca-1bd60b252846
2023-10-16,SPEND,IKEA,,,24.1,429,,,AUTHORISED,e814284f-3cf0-4383-9131-4224458da002
2023-10-16,SPEND,Daniels Donuts,,,6.9,493,,,AUTHORISED,ccb407c8-86e7-4eaf-aed7-3a9c5b47dc82
2023-10-16,SPEND,Coles,,,6.6,429,,,AUTHORISED,cde55746-d386-4ebd-bc40-4c2a1a1a3989
2023-10-16,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,AUTHORISED,41574a88-7db0-484e-b6df-8c9391d0ac3c
2023-10-16,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,AUTHORISED,0bf0de8a-63f2-488f-b6e6-2a7bd60434fc
2023-10-16,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,AUTHORISED,4ba903ea-3a82-40ec-9ec5-8ad4eeb0fe23
2023-10-16,SPEND,Yellow Bird,,,40.6,493,,,AUTHORISED,4bd63da4-a561-4fcc-8ca8-2ec00aaf844c
2023-10-16,SPEND,Yellow Bird,,,40.6,493,,,AUTHORISED,bda42787-3c87-4cd9-ab56-4a296a6d17ee
2023-10-16,SPEND,Paradise Alley,,,34.56,420,,,AUTHORISED,23ac935e-7ca3-4f05-8e64-ccbf92d0af95
2023-10-16,SPEND,Klaviyo,,,32.78,485,,Subscription,AUTHORISED,26335a5b-e0f5-4d24-90f0-37ead18fff78
2023-10-16,SPEND,Yellow Bird,,,30.45,493,,,AUTHORISED,85ce03e2-f77a-44b8-ab70-cc638c6cbda0
2023-10-16,SPEND,Ganbarekaz,,,25.88,429,,,AUTHORISED,f6eb5149-6c14-4318-ae3e-4c68cb6b2e14
2023-10-16,SPEND,Paradise Alley,,,25.41,420,,,AUTHORISED,b564b206-2b4a-4e40-87b8-aa5a0955ce0d
2023-10-16,SPEND,Dan Murphy,,,22.99,420,,,AUTHORISED,8a337b0a-2b65-4e93-9ee6-e850c187140f
2023-10-16,SPEND,UBER,,,16.69,493,,Uber,AUTHORISED,b9131025-f2f2-4237-b30b-85fe7df32f62
2023-10-16,SPEND,Virgin Airlines,,,11.6,493,,Flights,AUTHORISED,155f51d3-f9d6-47bc-8ca1-a88255ca6d45
2023-10-16,SPEND,UBER,,,9.45,493,,Uber,AUTHORISED,c3dc3713-5923-49d9-8977-404ad0a3f629
2023-10-16,SPEND,Paradise Alley,,,4.07,420,,,AUTHORISED,5dc6e447-42a5-4e06-a738-9593527a91d3
2023-10-16,SPEND,Wise Account,,,500.0,310,,,AUTHORISED,22b25ab9-764b-45a1-97f7-69f6e4e8016a
2023-10-16,RECEIVE,Afterpay,,,102.39,200,,Webstore Sales,AUTHORISED,a634fac4-69cb-447d-a615-558829ccffb1
2023-10-16,RECEIVE,Webstore,,,332.8,200,,Online Sales,AUTHORISED,0223f116-184d-4f16-87b0-3feb0441576d
2023-10-17,SPEND,UBER,,,56.81,493,,Uber,DELETED,06e85998-cbc8-4834-acd4-3125ad036801
2023-10-17,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,DELETED,6f5db756-0390-4f97-9bf8-e8d742a1275c
2023-10-17,RECEIVE,Payroller.com.au,,,118.67,200,,,DELETED,7190d5e7-1ead-40a2-8ac5-5f62030f7001
2023-10-17,RECEIVE,Corey Nixon,,,150.0,260,,Studio Hire,DELETED,b8cf43e7-946a-43a0-8442-cce76ecc9eca
2023-10-17,RECEIVE,Webstore,,,199.18,200,,Online Sales,DELETED,720f64b0-e4b4-47d9-945c-4b9efc872693
2023-10-17,SPEND,UBER,,,28.74,493,,Uber,DELETED,792fbf28-b241-456b-b6d3-5f3dcb854949
2023-10-17,SPEND,Apple,,,31.98,485,,,DELETED,b57962a9-6152-4a52-b3bd-0dddfce2e1ea
2023-10-17,SPEND,Mc Donald's,,,2.75,493,,,AUTHORISED,317d6f0d-12e1-4a88-aac5-882ddb17a96c
2023-10-17,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,AUTHORISED,775e5dea-a181-45bc-ba20-c1644a0530ad
2023-10-17,SPEND,UBER,,,56.81,493,,Uber,AUTHORISED,6b36adf7-0954-4f45-827c-6300362bdb47
2023-10-17,SPEND,Office Works,,,34.97,453,,,AUTHORISED,26464f2f-f627-4804-8ac7-d50b18da18b4
2023-10-17,SPEND,Apple,,,31.98,485,,,AUTHORISED,3ee01b13-17dc-48ed-8e9a-591c1d64ce16
2023-10-17,SPEND,UBER,,,28.74,493,,Uber,AUTHORISED,9b0d8269-3bb2-479b-bea7-a129b4050b81
2023-10-17,RECEIVE,Corey Nixon,,,150.0,255,,Studio Hire,AUTHORISED,eb6811b1-e78b-42cd-a54d-c154caf69c96
2023-10-17,RECEIVE,Webstore,,,199.18,200,,Online Sales,AUTHORISED,cf95a768-588c-40b8-988d-26afd325d98f
2023-10-17,RECEIVE,Afterpay,,,139.74,200,,Webstore Sales,AUTHORISED,ed5ef9b4-4c96-4f54-9c17-dc9d924a4ec5
2023-10-17,RECEIVE,Payroller.com.au,,,118.67,265,,Refund,AUTHORISED,e4096137-1dd7-4915-b31e-7de11c2c5b6a
2023-10-18,SPEND,Amazing Transfer,,,65.9,310,,Transfers,DELETED,14b3d5dd-88c1-40a6-8194-f6d8d3f0fe82
2023-10-18,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,DELETED,f1d2b209-7713-469b-a0c7-c65a7d0b92b2
2023-10-18,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,DELETED,43af64ad-b2f3-4958-b7ad-d42bdc318f1c
2023-10-18,SPEND,AS Colour,,,256.77,310,,Blanks,DELETED,a602b8e9-9327-4844-af21-d9f8a264aecb
2023-10-18,RECEIVE,Webstore,,,1399.97,200,,Online Sales,DELETED,a4d27c76-850e-4ec1-9f0e-6784e7658de1
2023-10-18,RECEIVE,Abyss Distribution,,,1000.0,260,,,DELETED,e8f11d54-2eba-4f58-b3a6-d4f11f98e576
2023-10-18,SPEND,Real Estate,,,350.0,469,,Office Rent,DELETED,4c86277a-6236-4f8e-9a75-8098e06b371e
2023-10-18,SPEND,R&T Schoermer,,,1000.0,900,,Loan,DELETED,4d520e3c-58dc-4f9e-a11e-476680e84173
2023-10-18,SPEND,AS Colour,,,256.77,310,,Blanks,AUTHORISED,6a80fad3-0ad1-4144-81ec-f929e7bf9b8e
2023-10-18,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,AUTHORISED,250e24ee-2607-4370-a1cb-17718a1ffcf6
2023-10-18,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,AUTHORISED,1a53f69c-5d96-4931-8f36-da062d26ebac
2023-10-18,SPEND,Amazing Transfer,,,65.9,310,,Transfers,AUTHORISED,49ef563d-2246-4618-96ba-cabb9a7d7f59
2023-10-18,SPEND,Caltex,,,30.04,449,,,AUTHORISED,f265b23b-5134-4fd8-8496-be8640bbea18
2023-10-18,SPEND,PJs Roast,,,18.0,420,,,AUTHORISED,92f4e777-75da-4051-af08-c9ee7f3db03d
2023-10-18,SPEND,R&T Schoermer,,,1000.0,900,,Loan ,AUTHORISED,5f6fcd78-9503-45e1-b210-6621b0551780
2023-10-18,SPEND,Real Estate,,,350.0,469,,Office Rent,AUTHORISED,9b1db1e3-6bd7-4e49-aa69-4abec4a1f066
2023-10-18,RECEIVE,Webstore,,,1399.97,200,,Online Sales,AUTHORISED,c3da7661-812e-4475-8567-b8cae1fa5268
2023-10-18,RECEIVE,Abyss Distribution,,,1000.0,260,,,AUTHORISED,7450bd04-4433-43cd-aed6-ae09b52c4e89
2023-10-19,SPEND,Facebook Meta,,,28.99,400,,Ads Payment,DELETED,8c3f3cdc-a0b5-49c7-b62f-009b15bbcea7
2023-10-19,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,DELETED,4ead27d6-fae2-4e73-8f48-82c63527cd1b
2023-10-19,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,DELETED,4911bad9-db46-46d7-adeb-2c35f086a2f0
2023-10-19,SPEND,AS Colour,,,652.16,310,,Blanks,DELETED,156ea8b3-b50f-4186-b87b-818f551ec5b4
2023-10-19,RECEIVE,Afterpay,,,120.74,200,,Webstore Sales,DELETED,b6478d43-f69e-4ac9-9a3b-bf6f2fd2cf80
2023-10-19,RECEIVE,Webstore,,,117.28,200,,Online Sales,DELETED,3197791a-e295-471b-8a70-2b306df2e840
2023-10-19,SPEND,Mc Donald's,,,30.0,420,,meals,DELETED,b074c4f6-e1dd-41d9-93ed-5f4e3a034d61
2023-10-19,SPEND,McDonalds,,,413.87,420,,Lunch,DELETED,af81ba0a-902b-433f-a45c-554df09db5e9
2023-10-19,SPEND,Sendle,,,413.87,425,,,AUTHORISED,b8e3caad-ffaf-4dc4-9ee3-65e7def67be3
2023-10-19,SPEND,Spotlight,,,30.0,429,,,AUTHORISED,c6780c1b-e5c9-4d2b-8d30-c5128c08460e
2023-10-19,SPEND,AS Colour,,,652.16,310,,Blanks,AUTHORISED,80a7af13-6c2f-44bd-8698-d758b40acf66
2023-10-19,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,AUTHORISED,ac23d392-92b1-4144-9c1b-f4416d0338e3
2023-10-19,SPEND,Facebook Meta,,,100.0,400,,Ads Payment,AUTHORISED,42cf3598-33f5-441c-a343-253d914265d7
2023-10-19,SPEND,DTF Direct,,,89.9,310,,Printing,AUTHORISED,b8dac646-7977-4136-ad0f-4072c3da425e
2023-10-19,SPEND,Facebook Meta,,,28.99,400,,Ads Payment,AUTHORISED,d757de7d-1ec2-4eb1-aac2-50efb0c4093c
2023-10-19,RECEIVE,Webstore,,,117.28,200,,Online Sales,AUTHORISED,fb4aa336-55ed-485d-8b96-5a1f1c7e1bca
2023-10-19,RECEIVE,Afterpay,,,120.74,200,,Webstore Sales,AUTHORISED,189af51c-0aee-460b-acd0-f9e6455c2953
